bids,brand,category,character,condition,era,franchise,gender,item_num,price,quantity_sold,sell_date,size,title,toy_type,year
4,Hasbro,"TV, Movie & Video Games",SITH JET TROOPER,New,2002-Now,Star Wars,,133195989859,4.25,1,"Oct 12, 2019",4in.,STAR WARS 2019 THE RISE OF SKYWALKER SITH JET TROOPER VC159 ACTION FIGURE NM,Action Figure,2019
0,IRWIN,Anime & Manga,,Used,,Dragon Ball Z,,254201958158,27.6,1,"Oct 12, 2019",,Dragon Ball Z Action Figure And Accessories Lot IRWIN Fun Raditz Gold Hair Gohan,Action Figure,
0,Diamond Select,Comic Book Heroes,Doctor Strange,New,,Ghost Rider,,202798727773,15.29,1,"Oct 12, 2019",,MiniMates Marvel Avengers Secret Wars Doctor Strange & Ghost Rider Walgreens Exc,Action Figure,
0,Diamond Select,Comic Book Heroes,Venom,New,,Spider-Man,,202798731093,15.29,1,"Oct 12, 2019",,MiniMates Marvel Spider-Man Venom & Hammerhead Walgreens Exclusive,Action Figure,
0,McFarlane Toys,Sports,,New,2002-Now,,,123826561019,15.0,1,"Oct 12, 2019",6in.,Mcfarlane Willie Mays and Barry Bonds Action Figure Toy San Francisco Giants,Action Figure,2005
0,Mattel,Comic Book Heroes,Killer Croc,Used,,Batman,,303226624171,9.0,1,"Oct 12, 2019",6in.,Batman Power Attack Mission Toxin Blaster Swamp Raider Killer Croc Figure,Action Figure,
3,Bandai,Transformers & Robots,Robot,Used,1980-2001,Gobots,,283634574406,5.5,1,"Oct 12, 2019",,Go-Bots Hornet figure   Bandai 1985 robot toy  open,Action Figure,1985
1,Mattel,"TV, Movie & Video Games",Jitsu,Used,,Masters of the Universe,,254383596400,3.99,1,"Oct 12, 2019",,"1983 He-Man Masters of the Universe Jitsu Action Figure, Complete",Action Figure,1983
0,Hasbro,Transformers & Robots,Pounce,Used,1980-2001,Transformers,,293275850881,30.0,1,"Oct 12, 2019",,Vintage G1 Transformers Pounce & Wingspan Clones  W/Manual & Weapons ,Action Figure,1987
0,Kenner,"TV, Movie & Video Games",,Used,,Star Wars,,264448841020,5.0,1,"Oct 12, 2019",,Kenner Action Masters Lot of - 4 - Star Wars Die-Cast Figures 1994,Action Figure,1994
0,McFarlane Toys,Sports,,New,2002-Now,,,132994294731,19.99,1,"Oct 12, 2019",3in.,2006 McFarlane Dallas Cowboys Drew Bledsoe 3” inch Figure New In Box (JR),Action Figure,2006
4,,"TV, Movie & Video Games",Balista Shan,Used,2002-Now,Star Wars,,143403509240,11.01,1,"Oct 12, 2019",3.75in.,LOOSE STAR WARS THE VINTAGE COLLECTION Knights Of The Old Republic BASTILA SHAN,Action Figure,
0,DID,Military & Adventure,,Used,,,,183953569030,16.99,1,"Oct 12, 2019",,1/6 action figure Metal and Wood MP18 sub machine gun from DID wwi german,Action Figure,
0,Hasbro,Military & Adventure,Cobra Commander,Used,,GI Joe,,392442528358,9.99,1,"Oct 12, 2019",3.75in.,GI JOE 2008 25th COBRA H.I.S.S. COMMANDER (100% W/Filecard (HISS Driver),Action Figure,2008
0,Funko,"TV, Movie & Video Games",Daedric Warrior,New,2002-Now,Skyrim,,233366734767,49.99,1,"Oct 12, 2019",6in.,Funko The Elder Scrolls V Skyrim Legacy Collection Daedric Warrior Action Figure,Action Figure,2015
0,Hasbro,Military & Adventure,Duke,Used,,GI Joe,,392442361618,14.99,1,"Oct 12, 2019",3.75in.,"GI JOE 2015 50th H.I.S.S. ""HISS"" DRIVER (v5) 100% W/Filecard (Tank Driver)",Action Figure,2015
0,HASBRO,Comic Book Heroes,,New,2002-Now,AVENGERS,,292360788710,9.95,3,"Oct 12, 2019","4""","QUASAR ACTION FIGURE MARVEL LEGENDS SERIES UNIVERSE WAVE 3 MOSC 3 3/4"" 2015",Action Figure,2015
5,Unbranded,"TV, Movie & Video Games",,New,,Super Mario Bros.,,392469494113,3.0,1,"Oct 12, 2019",1in.,8pcs Super Mario Bros Figures Yoshi Luigi Goomba Mini Figures Playset Kids Gift#,Action Figure,2019
0,Hot Toys,"TV, Movie & Video Games",,New,,,,202776842321,299.99,1,"Oct 12, 2019",,METAL GEAR RISING - Raiden Inferno Armor 1/6th Action Figure VGM19 (Hot Toys),,
0,tokidoki,Designer & Urban Vinyl,,New,,,,333359305282,10.0,1,"Oct 12, 2019",,Tokidoki Unicorno Metallico Series 4 SDCC 2019 - LILY,,2019
0,Hasbro,Military & Adventure,,New,,GI Joe,,163901911488,8.75,2,"Oct 12, 2019","12""","GI JOE VINTAGE ID GUIDE BOOK 1964, 1965, 1966, 1967, 1968, 1969, 1970, 1971, 12""",Action Figure,"1964, 1965, 1966, 1967, 1968, 1969, 1970, 1971"
0,Hasbro,"TV, Movie & Video Games",,New,,Star Wars,,264247700620,26.78,1,"Oct 12, 2019",6in.,"SNOKE 2017 Black Series 6"" Action Figure Toy NEW Throne Room STAR WARS Last Jedi",Action Figure,
3,Mattel,Sports,,New,,WWE,,383199106340,15.5,1,"Oct 12, 2019",,WWE Asuka NXT Elite Series Take Over ASUKA First In Line Figure New Sealed,Action Figure,
0,Hasbro,Comic Book Heroes,Cyclops,New,,X-Men,,383208106386,12.99,2,"Oct 12, 2019",,Hasbro Marvel Legends 80 Years Vintage Wave 3 Uncanny X-Men CYCLOPS New,Action Figure,
0,Hasbro,Sports,Demolition,Used,,WWF,,323946156984,16.95,1,"Oct 12, 2019",4.5in.,Demolition- Smash & Crash Action Figures Series 2 WWF Hasbro,Action Figure,1990
6,Star Wars,"TV, Movie & Video Games",Sand People,New,2002-Now,Star Wars,,392469213588,22.0,1,"Oct 12, 2019",6in.,"Star Wars 40th Anniversary Sand People action figure black 6"" NIB",Action Figure,
3,MEDICOM,"TV, Movie & Video Games",,Used,,Spider-Man,,202795354859,56.0,1,"Oct 12, 2019",,Medicom 2014 MAFEX The Amazing Spider-Man 2 DX SET,Action Figure,2014
1,Hasbro,Military & Adventure,Lampreys,Used,,GI Joe,,223695286890,9.99,1,"Oct 12, 2019",3.75in.,Vintage 1986 GI Joe  LAMPREYS Cobra Moray Hydrofoil Pilot  ,Action Figure,1986
0,Super7,"TV, Movie & Video Games",,Used,,,,174041539753,99.99,1,"Oct 12, 2019",3.75in.,Lot (5) Reaction Horror Series Action Figures Crow Scream Friday 13th Misfits,Action Figure,
0,Hasbro,"TV, Movie & Video Games",Darth Vader,Used,2002-Now,Star Wars,,264482912724,7.99,1,"Oct 12, 2019",3.75in.,STAR WARS SAGA DARTH VADER THRONE ROOM DUEL LOOSE COMPLETE,Action Figure,2005
3,Marvel Legends,Comic Book Heroes,Hawkeye,New,2002-Now,Marvel Cinematic Universe,,264491466423,12.5,1,"Oct 12, 2019",6in.,"Marvel Legends Hawkeye Avengers Endgame MCU Target Exclusive 2-pack 6"" LOOSE",Action Figure,2019
2,,"TV, Movie & Video Games",Monster,Used,,Masters of the Universe,,113914360083,41.0,1,"Oct 12, 2019",,MY LITTLE PONY MY PET MONSTER Vintage Custom Action Figure MOTU KO,Action Figure,
0,Hasbro,Military & Adventure,,New,,GI Joe,,323826064442,55.0,1,"Oct 12, 2019",,GI Joe Classic Collection Shuttle Astronaut Limited Edition Action Figure SEALED,Action Figure,
6,TYCO,"TV, Movie & Video Games",Nova,New,1980's,Dino-Riders,,401914569738,29.0,1,"Oct 12, 2019",3in.,Vintage (NOS) TYCO In Blister Pack 1987 DINO RIDERS Action Figures DEMON & NOVA,Action Figure,1987
0,WWE,Sports,,New,,,,274048265180,34.99,1,"Oct 12, 2019",,WWE Sensational Sherri Elite Collection Exclusive Action Figure Sealed,,
0,Marvel Legends,Comic Book Heroes,Havok,New,2002-Now,X-Men,,264478962229,22.0,1,"Oct 12, 2019",6in.,"MARVEL LEGENDS HAVOK X-MEN 6"" ACTION FIGURE JUGGERNAUT LEG BAF ",Action Figure,2016
0,WWE,Sports,"""Dude Love"" Mankind Variant",New,2002-Now,WWE,,133196988480,20.0,1,"Oct 12, 2019","7""","WWE ""Dude Love"" Signed Variant Limited Classic Jakks (Series 2) ",Action Figure,2004
1,McFarlane Toys,"TV, Movie & Video Games",Ghostface,New,1980-2001,Scream,,333359349873,13.3,1,"Oct 12, 2019",8in.,McFarlane Toys Movie Maniacs Series 2 Scream Ghostface Action Figure NEW,Action Figure,1997
0,Disney Store,Comic Book Heroes,Hulk,Used,,Marvel Universe,,193135555159,29.99,1,"Oct 12, 2019",9in.,"Disney Store Marvel Select Diamond Comic Unleashed Hulk Action Figure 9""",Action Figure,
0,Hasbro,Military & Adventure,Cobra Commander,New,2002-Now,GI Joe,,254293421390,22.99,1,"Oct 12, 2019",3.75in.,GI Joe Rise of COBRA COMMANDER Red Armor Suit Gray Jacket Silver Mask Hasbro Toy,Action Figure,
20,JIAOU Doll,"TV, Movie & Video Games",,New,2002-Now,,,293264324740,47.0,1,"Oct 12, 2019",1/6,JIAOU Doll 1/6 European Female Body Big Bust Dismantle Foot JOQ-10E-BS01,Action Figure,
0,JAKKS Pacific,"TV, Movie & Video Games",Kevin,New,2002-Now,wwf,,133193734601,20.0,1,"Oct 12, 2019",8in.,2006 WWF WWE Jakks Diesel Kevin Nash Classic Series 11 Wrestling Figure Signed,Action Figure,2006
13,Pro Sports Marketing Inc.,Sports,Redskins QB,Used,Pre-1980,Washington  Redskins,,392465965179,111.38,1,"Oct 12, 2019",6in.,Pro Sports Marketing Team Mate Figure Washington Redskins 1977 NFL Action in Box,Action Figure,1977
1,,"TV, Movie & Video Games",Janine Melnitz,Used,1980-2001,Ghostbusters,,372800541568,2.5,1,"Oct 12, 2019",5in.,Ghostbusters action figure,Action Figure,
3,Bandai,"TV, Movie & Video Games",Ultraman,Used,,Ultraman,,392465965420,39.0,1,"Oct 12, 2019",7.87in.,Ultraseven Bullmark Made in japan Bandai Sofvi Ultraman Ultrahero,Action Figure,
3,Hasbro,Military & Adventure,Yogi Bear,Used,,GI Joe,,113916725866,5.26,1,"Oct 12, 2019",3.5in.,GI JOE Roadblock 1988 Needs Oring Tiger Force  Tight Joints Glossy Paint,Action Figure,1989
0,Mirage,"TV, Movie & Video Games",,Used,,Teenage Mutant Ninja Turtles,,303289390081,12.0,1,"Oct 12, 2019",,Teenage Mutuant Ninja Turtles 1990s action figures  lot of 3 ,Action Figure,1990
0,Disney Parks,"TV, Movie & Video Games",Droid,New,2002-Now,Star Wars,,233346602447,12.99,1,"Oct 12, 2019",3.75in.,$16.99 Star Wars Droid Factory Clone Wars 4-Pack R5-013 & R2-C2 & R5-S9 & R5-P8 ,Action Figure,2017
8,MATTEL,"TV, Movie & Video Games",Spikor,Used,,MASTER'S OF THE UNIVERSE,,323939148478,12.0,1,"Oct 12, 2019",5.5in.,1984 Vintage Mattel Master's of the Universe MOTU Spikor Figure He-Man Complete,Action Figure,1984
2,Bandai,"TV, Movie & Video Games",Ultramonster,Used,,Ultraman,,392465965639,37.0,1,"Oct 12, 2019",9.45in.,Redking Bullmark Bandai Made in Japan Ultramonster sofvi Ultraman kaiju ,Action Figure,
5,,"TV, Movie & Video Games",Skeletor,Used,1980-2001,Masters of the Universe,,323939140822,16.5,1,"Oct 12, 2019",,Masters of the Universe Skeletor Action Figure Original Vintage MOTU,Action Figure,
0,Hasbro,Military & Adventure,,Used,,GI Joe,,273760918706,5.99,1,"Oct 12, 2019",3.75in.,Crystal Ball Vintage Hasbro G.I. GI Joe ARAH Action Figure 1987,Action Figure,
0,Kenner / Hasbro,"TV, Movie & Video Games",Darth Vader,New,2002-Now,,,264361360873,9.99,2,"Oct 12, 2019",6in.,Star Wars The Black Series 40th Anniversary Darth Vader Legacy Pack - New,Action Figure,2017
5,Hasbro,Military & Adventure,Yogi Bear,Used,,GI Joe,,113916717075,6.5,1,"Oct 12, 2019",3.5in.,GI JOE Law 1993 Tight Joints Glossy Paint,Action Figure,1989
6,Marvel Legends,Comic Book Heroes,Warpath,Used,,X-Men,,153673570286,63.0,1,"Oct 12, 2019",7in.,"WARPATH X-FORCE Marvel Legends 2010 Variant Action Figure, Toys R Us TRU 2-Pack",Action Figure,2010
3,MLB The Show 19,Sports,,New,,,,362772499859,14.01,1,"Oct 12, 2019",,"Javier Baez (Chicago Cubs) MLB The Show 19 7"" Figure",,
28,Hasbro,Military & Adventure,,Used,,GI Joe,,283636629377,78.0,1,"Oct 12, 2019",,Vintage 1980's gi joe action figures lot 3 3/4”,Action Figure,1980
3,Telepix,"TV, Movie & Video Games",,Used,,ThunderCats,,303313425828,17.5,1,"Oct 12, 2019",,Lot of 4 1986 Telepix Thundercats Mini Action Figures,Action Figure,1986
37,Kenner,Sports,"J.Rice, S.Young, J.Taylor, Tom Rathman",New,1980-2001,NFL,,174051647393,48.0,1,"Oct 12, 2019","4""-5"" tall","(4) KENNER Starting Lineups: J.RICE, S.YOUNG, J.TAYLOR & TOM RATHMAN Go 49ers!",Action Figure,"1990, 1995"
1,Hasbro,"TV, Movie & Video Games",Queen Amidala,Used,2002-Now,Star Wars,,183986650610,13.95,1,"Oct 12, 2019",3.75in.,Star Wars Queen Amidala (Hasbro 2009) Darth Sidious Legacy Collection Lot of 3,Action Figure,2009
10,Hasbro,Military & Adventure,Yogi Bear,Used,,GI Joe,,113916718828,13.83,1,"Oct 12, 2019",3.5in.,GI JOE Night Vulture 1991 Tight Joints Glossy Paint,Action Figure,1989
0,Kenner,"TV, Movie & Video Games",Han Solo,Used,2002-Now,Star Wars,,372755670567,8.95,1,"Oct 12, 2019",3.75in.,"Star Wars Skirmish at Carkoon LOOSE 3.75"" Figure JABBA'S PRISONER HAN SOLO Saga!",Action Figure,2004
0,Hasbro,"TV, Movie & Video Games",Klaatu,Used,2002-Now,Star Wars,,223647543288,7.95,1,"Oct 12, 2019",3.75in.,"Star Wars Skirmish at Carkoon LOOSE 3.75"" Figure Jabba's Skiff Guard KLAATU saga",Action Figure,2004
0,Hasbro,"TV, Movie & Video Games",VIZAN,Used,2002-Now,Star Wars,,123732280418,3.99,1,"Oct 12, 2019",3.75in.,VIZAN  STAR WARS LOOSE FIGURE SKIRMISH AT CARKOON 2004 SAGA SERIES SKIFF GUARDS ,Action Figure,2004
1,MLB The Show 19,Sports,,New,,,,362772499857,9.99,1,"Oct 12, 2019",,"JD Martinez (Boston Red Sox) MLB The Show 19 7"" Figure",,
10,Unbranded,Military & Adventure,Soldier,New,,S.W.A.T.,,174054862524,14.0,1,"Oct 12, 2019",12in.,US  Soldier SWAT Police Uniform1/6 Scale  Figure  Model Military Army body suit,Action Figure,2015
0,Hasbro,Transformers & Robots,Jazz,Used,2002-Now,Transformers,,163901219362,7.0,1,"Oct 12, 2019",,Transformers Generations Jazz Figure Fall of Cybertron 2012 Deluxe Class ,Action Figure,2012
1,Kenner,"TV, Movie & Video Games",Brad,Used,,Hocus Pocus,,293267747636,8.99,1,"Oct 12, 2019",,1985 Kenner M.A.S.K. Hocus Pocus Brad Turner Action Figure Short Helmet Loose,Action Figure,1985
6,HASBRO,Transformers & Robots,The Fallen,Used,,Transformers,,133193793990,10.28,1,"Oct 12, 2019",,TRANSFORMERS ROTF REVENGE OF THE FALLEN SCOUT CLASS HUBCAP,Action Figure,
0,Marvel,Comic Book Heroes,Marie,New,,,,401870771921,14.99,1,"Oct 12, 2019",6in.,Marvel Legends Series 6-inch Marvel's Typhoid Mary MIB BAF,,
2,Marvel,Comic Book Heroes,,New,,,,264489085930,10.5,1,"Oct 12, 2019",,Marvel Legends Series Black Panther Everett Ross & Erik Killmonger,,
0,Hasbro,Transformers & Robots,Cheetor,New,1980-2001,Transformers,,173920175169,45.0,1,"Oct 12, 2019",,1999 Transformers Beast Wars Cheetor Deluxe Green Eyes Heroic Maximal Hasbro New,Action Figure,1999
0,NECA,"TV, Movie & Video Games",Subject Delta,New,,Bioshock 2,,163804697558,79.99,1,"Oct 12, 2019",,NECA Bioshock 2 Subject Delta Action Figure NEW SEALED,Action Figure,
1,ToyBiz,Comic Book Heroes,Spider-Man,New,1980-2001,Spider-Man,,123930162675,5.0,1,"Oct 12, 2019",5in., 1997 Spider-Man Spider Force Transforming Insect Armor Figure Wasp Still in Box,Action Figure,1997
1,Hasbro,Comic Book Heroes,Mystique,Used,,Marvel Universe,,143403506710,15.0,1,"Oct 12, 2019",3.75in.,"Marvel Universe 3.75"" Mystique X-men Villain Loose Action Figure 3 3/4 Scale",Action Figure,
3,Hasbro,Military & Adventure,Yogi Bear,Used,,GI Joe,,113916720649,4.55,1,"Oct 12, 2019",3.5in.,GI JOE Bazooka 1985 Tight Joints Glossy Paint,Action Figure,1989
8,MLB The Show 19,Sports,,New,,,,362772499855,16.5,1,"Oct 12, 2019",,"Jose Altuve (Houston Astros) MLB The Show 19 7"" Figure",,
1,Marx,Comic Book Heroes,Archie,Used,,,,153673571368,14.0,1,"Oct 12, 2019",,Marx Toys The Archies Archie Action Figure 1975,Action Figure,1975
4,Funko,"TV, Movie & Video Games",Alien,Used,,Predator,,303313430437,7.57,1,"Oct 12, 2019",3.75in.,Funko Super 7 ReAction Unmasked Predator & Alien Action Figure Lot xenomorph,Action Figure,
0,Hasbro,Military & Adventure,,New,,GI Joe,,183660412259,14.99,1,"Oct 12, 2019",12in.,GI Joe US Marine Vietnam 35th Anniversary Barbie Action Figure Hasbro 1999 NIB  ,Action Figure,1999
1,Hasbro,Military & Adventure,,Used,,GI Joe,,264485091847,65.0,1,"Oct 12, 2019",,1964 RED HEADED G.I. JOE - MADE IN The USA  - **PATENT PENDING**,Action Figure,1964
1,ToyBiz,Comic Book Heroes,,New,,X-Men,,123930163267,5.0,1,"Oct 12, 2019",,GIDEON- THE UNCANNY X-MEN- X-FORCE- EVIL MUTANTS- MARVEL- TOYBIZ 1992- In Box ,Action Figure,1992
1,MLB The Show 19,Sports,,New,,,,362772499856,9.99,1,"Oct 12, 2019",,"Mookie Betts (Boston Red Sox) MLB The Show 19 7"" Figure",,
0,Hasbro,"TV, Movie & Video Games",Millennium Falcon,Used,,Star Wars,,333345823932,22.99,1,"Oct 12, 2019",,Star Wars Disney Exclusive MILLENNIUM FALCON DELUXE Vehicle W/sound LIGHT FIGURE,Action Figure,
0,Hasbro,Military & Adventure,Stormtrooper,Used,,GI Joe,,333333157469,34.19,1,"Oct 12, 2019",3.75in.,GI Joe Headhunter Storm Trooper 1993 100% Complete W File Card Super Clean !! B2,Action Figure,1993
0,Hasbro,Military & Adventure,,Used,,GI Joe,,163900624594,8.09,1,"Oct 12, 2019",3.75in.,"J GI Joe 12"" 1/6 modern Us M.O.P.P. Soldier marine with Accessories Weapons ",Action Figure,
4,Hasbro,Military & Adventure,Yogi Bear,Used,,GI Joe,,113916721271,5.61,1,"Oct 12, 2019",3.5in.,GI JOE Backblast 1993 Tight Joints Glossy Paint,Action Figure,1989
0,Unbranded,Comic Book Heroes,The Joker,New,2002-Now,The Joker,,123913600089,15.99,2,"Oct 12, 2019",2in.,5pcs/lot Superheroes The Joker Batman The Dark Knight PVC Action Figure Keychain,Action Figure,2019
5,Bandai,Transformers & Robots,Robot,Used,1980-2001,Gobots,,283634571925,5.01,1,"Oct 12, 2019",,Go-Bots Royal-T figure   Bandai 1983 robot fighter jet toy  open,Action Figure,1983
1,Kaiyodo,"TV, Movie & Video Games",,Used,,Metal Gear,,293264320879,45.0,1,"Oct 12, 2019",,Kaiyodo Revoltech Yamaguchi 140 Metal Gear Rising Revengence Raiden Figure USED,Action Figure,
9,Bandai,Transformers & Robots,Robot,Used,1980-2001,Gobots,,283634572110,6.5,1,"Oct 12, 2019",,Go-Bots Leader-1 blue figure   Bandai 1985 robot fighter jet toy  open,Action Figure,1985
0,Unbranded,Transformers & Robots,transformers,New,2018-NOW,transformers,,283138182286,79.9,1,"Oct 12, 2019",32CM, Deformation toys LS-03 enlarging MPM04 optimus prime column autobot toy,Transformers Action Figure,2016-NOW
1,,"TV, Movie & Video Games",Monster,Used,,Masters of the Universe,,113914357940,49.99,1,"Oct 12, 2019",,MY PET MONSTER WAMPA Vintage Custom STAR WARS Action Figure KO,Action Figure,
0,Hasbro,"TV, Movie & Video Games",Leia Organa,New,2002-Now,Star Wars,,264460301181,8.29,2,"Oct 12, 2019",6in.,"Star Wars Black Series General Leia Organa 6"" Figure New in Box",Action Figure,2016
0,Playmates,"TV, Movie & Video Games",Raphael,Used,2002-Now,Teenage Mutant Ninja Turtles,,223488642592,5.96,1,"Oct 12, 2019",5in.,TMNT Raphael 2013 Teenage Mutant Ninja Turtles,Action Figure,2013
0,Hasbro,Transformers & Robots,Perceptor,Used,,Transformers,,264492359731,47.0,1,"Oct 12, 2019",,Transformers 25th Anniversary G1 Perceptor ToysRUs Exclusive Autobot New in Box,Action Figure,2009
1,Playmates Toys,"TV, Movie & Video Games",princess mitsu,Used,1980-2001,Teenage Mutant Ninja Turtles,,303310951245,3.61,1,"Oct 12, 2019",4in.,Teenage Mutant Ninja Turtles TMNT 1993 Movie III 3 - Princess Mitsu ,Action Figure,1993
0,neca toony terrors,"TV, Movie & Video Games",Jason Voorhees,New,,Toony Terrors,,174063378533,15.0,1,"Oct 12, 2019",6in.,jason voorhees toony terror action figure horror,Action Figure,2019
1,Kenner,"TV, Movie & Video Games",Star Wars,Used,Pre-1980,Star Wars,,174057534606,99.0,1,"Oct 12, 2019",,Vintage Star Wars Action Figures 70s 80s Millennium Falcon Case Skywalker Vader,Action Figure,1977-1984
0,Hasbro,Comic Book Heroes,,Used,2002-Now,Marvel Universe,,401916430003,21.95,1,"Oct 12, 2019",6 Inch Scale,"Marvel Legends Infinity War Series Falcon Hasbro 6"" Scale MCU Target",Action Figure,
0,JAKKS Pacific,Sports,Jeff Hardy,Used,1980-2001,WWE,,174034002219,24.99,1,"Oct 12, 2019",7in.,WWE Jeff Hardy Action Figure Mesh Shirt 2001 R3 Tech Jakks Pacific Wrestling,Action Figure,2001
1,Hasbro,Military & Adventure,Crazylegs,Used,,GI Joe,,264491448225,17.99,1,"Oct 12, 2019",3.75in.,Vintage 1987 GI Joe CRAZYLEGS Assault Trooper Very Nice  COMPLETE With File Card,Action Figure,1987
13,Hasbro,"TV, Movie & Video Games",The Mandalorian,New,,Star Wars,,193146909937,69.99,1,"Oct 12, 2019",6in.,Star Wars Black Series Mandalorian First Edition #94 + Clone Commander Fox MINT,Action Figure,2019
12,DC Comics,Comic Book Heroes,Legion of Super-Heroes,New,2002-Now,custom,,143403501558,102.5,1,"Oct 12, 2019","6.5""",ANDROMEDA Laurel Gand Legion of Super-Heroes custom LOSH DC Classics,Action Figure,
3,DC Comics,Comic Book Heroes,Legion of Super-Heroes,New,2002-Now,custom,,133193789211,55.99,1,"Oct 12, 2019","6""","XS Jenni Ognats ""Nora Allen"" Legion of Super-Heroes custom LOSH DC Classics",Action Figure,
2,DC Comics,Comic Book Heroes,Talia Al Ghul,New,1980-2001,Batman,,133193789210,30.99,1,"Oct 12, 2019",6in.,TALIA AL GHUL and DAMIAN WAYNE custom Batman & Son JLA DC Classics Direct,Action Figure,
0,Kenner,Sports,,New,1980-2001,,,264355903836,4.79,1,"Oct 12, 2019",,1994 Mario Lemieux Starting Lineup NHL Pittsburgh Penguins Hockey ,Action Figure,1994
0,WALKING DEAD,"TV, Movie & Video Games",MORGAN,Used,2002-Now,WALKING DEAD,,283509665083,8.95,1,"Oct 12, 2019",5 inch,"LOOSE MORGAN From Impaled Walker Pack Walking Dead AMC TV McFarlane Toys 5""",Action Figure,2015
0,Mattel,Other Action Figures,,Used,,,,401827931185,2.69,1,"Oct 12, 2019","6""",Vintage GI Joe Tan Clutch Right Arm 1984 Vintage Action Figures BODY PART MP,Action Figure,
0,Mattel,Other Action Figures,,Used,,,,401827930693,2.69,1,"Oct 12, 2019","6""",Vintage GI Joe Tan Clutch Left Arm 1984 Vintage Action Figures BODY PART MP,Action Figure,
6,Unbranded,Comic Book Heroes,,New,2002-Now,Marvel Legends,,392469469467,4.25,1,"Oct 12, 2019",7.8in,Hot Marvel Classic Spiderman Action Figure LED Light Toys Gift For Kid No Box,Action Figure,
1,Mattel,"TV, Movie & Video Games",,New,,Minecraft,,123937608295,17.15,1,"Oct 12, 2019",1in.,Minecraft Chest Series 2 GOLD IRON GOLEM Mini Mystery Figure SUPER Rare,Action Figure,2017
2,Hot Toys,"TV, Movie & Video Games",RoboCop,Used,2002-Now,ROBOCO,,153673567188,305.0,1,"Oct 12, 2019",Approximately 35cm tall,HOT TOYS 1/6 ROBOCOP MMS204 ED-209 WITH SOUND EFFECT MASTERPIECE ACTION FIGURE,Action Figure,2013
0,LARAMI,Comic Book Heroes,,Used,,Batman,,264349276931,15.99,1,"Oct 12, 2019",,1989-90 Batman And Robin Action Figures DC Made In China,,
